recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,language,review,timestamp_created,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase
191092935,76561198109499146,0,20,624,624,199,koreana,"아아 너무너무 재밌다..!!
특히 패링 손맛이 굉장히 좋다

최적화 문제가 있는가?.. 싶기도 하지만
내 눈으로는 최고 옵션과 중옵에 큰 차이가 없다

중옵만 해도 그래픽은 충분히 화려했음
중옵 정도로 프레임 뽑으면서 하는 걸 추천

딜찍누가 가능하다는 점이 되게 좋았음
대검 루트로 가면 한방딜 재미가 쏠쏠함 ㅋㅋ

무기 종류가 다양하진 않지만
버서커는 역시 대검이지..

아아 너무너무 재밌다..!",1742841491,True,3,0,0.506578981876373291,0,True
191162368,76561197994209888,0,6,587,587,587,koreana,"High quality action, great boss fights, and very high difficulty.",1742920968,True,0,0,0.5,0,True
191161183,76561198113250010,0,4,662,662,662,koreana,"이 평가는 개인적인 생각입니다 

다 좋아 너무 재밌어 그냥  엘든링 P의 거짓 검은 신화 오공 아머드코어 하데스 1,2 테일즈 오브 아이언 세키로등등 많은 소울류 해본사람입장은 재밌습니다 아직 초반인거 같지만 너무 좋습니다 더 나를 재밌게 해줘 

(보스 다 깬거 일부러 죽어서 보스별 안나온 패턴 공부하는것도  2회차 대비 좋은 방법임) 


어려우신 분들은 한가지 팁을 드리자면 보스 패턴을 외워 버리면 됩니다 예를 들면  이건 2번 때리고 이거는 3번 이건 패링 박자 외우다 보면 못해도 10트 안에는 깨는거 같아요  그리고 가드 성능을 좋게 만들어 놔서 이게 막아지네 하는 경우도 있습니다  (맵 구석구석 다 보면서 가다가 죽으면 빡치긴 함)",1742919924,True,0,0,0.5,0,True
191159556,76561198005737758,0,25,743,743,713,koreana,"제법 매콤해요.

원래 액션 게임 장르는 어렵지만
이 게임은 나름 어려운 편입니다.

혹여 이걸로 이 장르에 입문하실 생각이시라면
다시 재고해 보시는 것이 좋을 것 같습니다.

만약 액션 게임 유경험자이시고
꽤 빡빡한 플레이를 좋아하신다면
추천합니다.",1742918530,True,0,0,0.5,0,True
191159019,76561198105102916,0,20,192,192,192,koreana,"오호 넥슨도 하면 되잔아
를 느끼게해주네
이것저것 섞긴 했는데 하고싶은 스타일로 하시면 됩니다.
최적화 나름 잘한듯 몬헌와일즈 하다 이거하니 선녀로 보임
스킬 초기화 무료니 이것저것 찍어보고 맞는 스타일로 세팅 가능 합니다.
세키로 패링 맛이 생각나게 하는 저스트 가드 재미 있네
1회차는 너로 정했다.",1742918092,True,0,0,0.5,0,True
191158884,76561198308677142,0,3,96,96,96,koreana,짧게 하긴했지만 이거는 소울류로 분류되기보다는 액션게임쪽으로 분류되는게 오히려 더 어울리지않나 생각한다. 난이도가 그렇게 난해하거나 어렵지 않으며 가드 타이밍도 생각보다 널널한편이고 회피또한 마찬가리고 생각보다 널널한편이다. 또 보스트라이를 실패하더라도 보스에게 준 피해량에 비례해 라크리마도 환급해주는거 같은데 이정도면 굉장히 배려를 해준편이라 생각한다. 사실 보스트라이하면서 렙업할려면 노가다를 좀 뛰어야하는게 소울류였는데 트라이만해도 어느정도는 환급해주니 말다한 샘. 무엇보다 죽더라도 라크리마에 다가가기만해도 회수되는걸 보며 이건 정말 잘만든 액션게임이라는 생각이 들었다.,1742917981,True,0,0,0.5,0,True
191158346,76561198215733125,0,9,302,302,302,koreana,"넥슨이라 불안 했는데 게임은 재밋네요!!
사실 애니메이션 그래픽보단 실사 그래픽을 좋아하는데 의외로 몰입이 잘 되었습니다.
전투는 정말 괜찮습니다. 최적화 좋고 보는맛 좋고 저도 소울 잘하는 편이 아닌데 관심있으면 사서해보는것도 굿!!",1742917514,True,0,0,0.5,0,True
191157235,76561198010428515,0,44,756,756,756,koreana,"지극히 주관적인 감상평

진행을 얼마나 했는지 모르겠지만.. 보스 전투가 맛있네요

쉬움으로 하면 기력에 대한 스트레스가 줄어들고 아마도 패링도 조금 더 쉬워지겠죠?

일반으로 하더라도 크게 어려운건 못 느꼈습니다.. 아직까지는


제작비가 얼마나 들어갔는지는 모르겠지만.. 부가 퀘스트 몬스터 재활용은 좀 아닌거 같긴 하다..

그래도 기출변형으로 나와서 완전 똑같지는 않고요

돈은 아까운 기분 전혀 안들었습니다",1742916588,True,0,0,0.5,0,True
191155367,76561198219739772,0,2,181,181,130,koreana,"데모 이어서 진행했는데, 전투 손맛은 역시 본편에서도 이어지는듯

리뷰영상들에서 아쉬운점들도 보여서 후반이 걱정이긴 한데, 전투자체만으로도 게임 즐기는 맛이 납니다.
보스 반복사냥이 간편한것도 장점.. 데모때 블레이드팬텀세트 맞추고 싶었는데,
드디어 완성했네요 아주 멋지고 좋았습니다.",1742915068,True,0,0,0.5,0,True
191149780,76561198118788663,235,24,251,251,152,koreana,"다크소울보다 세키로,블러드본식 소울류임
저스트회피가 어려움, 저스트가드 널널함
이펙트가 화려한건 좋은데, 상대가 뭔 지@랄하는지 그냥 뵈지가 않음
템포가 느린 소울류였으면 보면서 대응이라도 할텐데, 템포도 빨라서 쉽지않음

블본 리게인시스템이 있었으면, 키워드인 버서커처럼 저스트가드하면서 투닥거리는 맛이 있었을텐데,
지금은 저스트가드 후 1~2대, 투지쌓이면 투창질 반복이라 이게 맞는지는 버서커인지는 잘 모르겠음
(초반부라서 그럴수도있음 ㅇㅇ)",1742910543,True,0,0,0.5,0,True
191147035,76561198104108935,299,13,75,75,75,koreana,"동굴속에서 앉아서 횃불쬐다가 덤벼드는 인간형 적한테 죽고 튕겼음

겜 잘 만든 것 같음",1742907710,True,0,0,0.5,0,True
191146639,76561198399406402,0,3,242,242,96,koreana,"소울 입문작으론 나쁘지 않을듯?

이지모드는 안해봤는데 노멀모드에서도 몇번 죽고나면 금방 익숙해져서 깰만하고 조작감 좋았음. 
회피판정은 매우 짜다고 느낌. 근대 패턴이 동작이 크고 명확해서 못쓸정도는 아님
대신 가드판정이 제법 후한편. 갑자기 이름이 기억안나는데 적트레킹? 안켜놔서 등진상태에서 가드해도 가드판정이 되고 공격 딜레이에 가드해도 빠르게 입력됨 패링도 어렵지 않게 활용 가능했음
전반적으로 패링 플레이를 주로 활용하는게임 느낌


몇가지 짜치는부분은 있었는데

허리도 안오는 지형을 못올라가서 멀리 돌아와야되는 부분. 
(차라리 지형이라도 높게 해놓으면 당연히 못 올라간다 생각할텐데 당연히 올라갈 수 있을거 같은 지형이라 더더욱 짜침)

스크립트가 때때로 오글거릴때가 있음 (이건 내가 그런걸 유독 못견디는 사람이라 그렇게 느끼는거일수 있음)

대검이 호쾌하고 재밌던데 처음부터 대검도 쓸수 있었으면 어땠을까. 정도?",1742907286,True,0,0,0.5,0,True
191145738,76561199113432336,0,8,398,398,256,koreana,"잘 만든 액션게임
소울류 즐겨 하는데 소울라이크 장르에서는 거의 탑급인듯",1742906332,True,1,0,0.5,0,True
191141261,76561198010709692,0,2,87,87,87,koreana,진짜 재밌음 액션게임 파먹는거 좋아하면 아마 높은 확률로 재미있을거라고 생각함,1742900783,True,0,0,0.5,0,True
191133294,76561199428822588,0,3,749,749,539,koreana,"진행 느낌이 인왕이랑 비슷함. 보스전이 핵심 컨텐츠라 난이도 쉬움으로하면 겜 재미없음.
저스트가드나 패링 못하면 겜 사지말것.(이거 못하면 진행 안됨)
아직 겜 초반이지만 몬스터 재활용만 없으면 좋겠습니다.",1742888734,True,0,0,0.5,0,True
191128930,76561198003800795,0,20,910,910,544,koreana,"보스 난이도 설계는 지금까지는 딱 맞게 잘 돼있는듯
쫄구간은 악질적인 배치가 눈에보임 화톳불런도 쉽지않게 만들어놔서
플레이하면서 그렇게 유쾌한 느낌은 안들었음",1742881312,True,0,0,0.5,0,True
191128546,76561198968944675,0,1,36,36,36,koreana,"점심시간 짬내서 플레이 하고 난 후, 계속 하고 싶어서 미치겠다.
어렵다는 말들이 있어서 일단 쉬움으로 도전했는데, 아직은 많이 죽진않았다.
아트스타일이 너무 멋지다 . 오랜만에 재밌는 게임을 만난것 같다.
특히 사운드 몰입감이 대단하다.
아직도 설산의 눈보라 소리가 귀에서 맴 돈다.

오늘은 빠퇴 각이다.
",1742880750,True,0,0,0.5,0,True
191128492,76561198859068474,4,1,28,28,13,koreana,와 대박이네요. 조작감도 너무 좋고 최고의 게임. 왜 이제 나왔나요,1742880663,True,0,0,0.5,0,True
191125972,76561198103297216,40,3,143,143,143,koreana,우선 처음 튜토리얼 부분인 배경음악과 나레이션 그리고 혹한의 배경 부분에서 게임 몰입도에 높이는 결정적인 역할로 적용한거 같다. 난이도 선택에서 쉬움과 일반이 있는데 나처럼 액션을 많이 해보지 못한 유저에게 좋은 선택지를 준거 같다. 과거 엘든링이랑 세키로를 해봤는데 다소 어렵게 느껴졌지만 카잔은 뭔가 소울장르를 잘 접해보지 못한 유저에게도 쉽게 접근하게끔 장치를 추가하여 게임사가 모든 유저의 체험을 위해 고민한 것이 느껴진다. 앞으로의 DLC가 기대된다.,1742876712,True,0,0,0.5,0,True
191125725,76561198068369067,0,76,94,94,94,koreana,"데모때 다 밀고 디럭스사고 1시간좀 넘게 해본거 기준으로 (3~4시간정도)

잘만든 소울라이크 겜이라고 생각하지만
필드잡몹 한번에 네다섯 마리 나오면 이거 어케처리 하라는건지 모르겠음

다른 소울라이크마냥 도망쳐서 어그로 푸는게 안되는게 아닌가 싶을정도로 몹이 드럽게 빨라서 어그로를 풀수가 없음
도망치다가 몹 두세마리 더붙으면 한 7~8마리랑 싸워야되는데 이길수가없음 보스보다 솔직히 잡몹 네마리 붙으면 더 착잡하다

잡몹 처리하는 광역스킬이 초반에 있는거도 아니고
다크소울마냥 적체력이 낮은거도 아니라서 어케 처리해야할지 잘 모르겠음

보스난이도는
세마리 밖에 안잡아봤는데 지금까지는 난이도 적당한거같음
제초기급 보스 바이퍼인가 걔 만나면 생각 바뀔지 그대로일지는 모르겠지만


",1742876386,True,0,0,0.5,0,True
191125451,76561199337403127,0,1,101,101,101,koreana,호우 간만에 올나잇 도전 욕구를 자극 시키는 겜. 이번주는 카잔으로 조진다!!,1742875998,True,0,0,0.5,0,True
191125067,76561198010541244,0,8,319,319,319,koreana,"아직 3막 보스를 하고 있는 중이긴 하지만 ..

인왕류에 가깝다고 볼수있어보이고 중간중간 타이밍에 여러스킬들을 이용해서 데미지를 우겨넣는 재미가 있고 리플렉션(패리)를 잘쓰면 더쉽게 플레이할수 있을거같음 도부로 하다가 창으로 전환함 

잘나온 것 같아서 좋네요 재미있게 하겠습니다.",1742875480,True,0,0,0.5,0,True
191121486,76561198056278442,0,1,64,64,64,koreana,"빠른 속도감의 패링 액션이 좋은것 같음
스팀덱 완벽지원이라는데 저녁에는 스팀덱으로 좀 돌려봐야 할듯.",1742871016,True,0,0,0.5,0,True
191119234,76561198415083384,0,2,149,149,9,koreana,"퍼스트버서커 카잔은 제 취향에 딱 맞는, 소울식 플레이와 액션 RPG 요소가 절묘하게 조화를 이룬 것 같습니다.
적절하지만 (저한테는 높은) 난이도와 특유의 긴장감과 역동적인 전투가 어우러진 점이 좋은 것 같아요.

초반 구간이라 아직이지만 한 번 빠져들면 시간을 잊게 만들 정도로 몰입감이 뛰어난 것 같습니다. 성장과 보스 공략의 밸런스만 잘 잡혀 있으면 꾸준히 게임을 할 것 같습니다.아무래도 IP가 확실하니 스토리나 세계관 역시 독특하고 흥미롭구요. 단순 액션만이 아니라 새로운 세계를 탐험하는 즐거움도 함께 느낄 수 있을 것 같아요. 다들 잼게 해보십쇼~!",1742868207,True,0,0,0.5,0,True
191119020,76561198028027001,0,3,869,869,422,koreana,"액션이 시원하고 작용과 반작용의 법칙 같이 공격과 패링이 찰싹 달라붙는 
게임을 해보고 싶으시다면 구입하셔도 후회없을 것 같습니다. 
난이도가 걱정된다면 쉬움/일반 모드가 있으니 걱정할 필요가 없고
그래도 고민이 된다면 체험판을 해보고 구매하셔도 좋을 것 같네요.

그래서 확장팩엔 여캐 나와요?",1742867935,True,0,0,0.5,0,True
191117280,76561198093733275,0,17,225,225,69,koreana,"장점: 최적화 정말 잘되어있다. 재밌는 전투, 맵이 일직선이라 초보자들에게는 쉽다. 그래픽도 좋고 게임이 엄청 복잡하지는 않아서 소울라이크 잘 못하는사람들도 할수있을거 같다 하지만 보스난이도는 상당함. (길찾기는 되게 쉬움)

단점: 맵이 일직선이다보니 여기저기 둘러볼수가 없음 (점프가 없어서)  그리고 스태미나가 많이 딸린다. 그래서 시원시원하게 공격을 못함.  여태까지 단점은 이정도   

",1742865819,True,0,0,0.5,0,True
191113633,76561198092165493,0,37,742,742,440,koreana,"보스가 맛있고 게임이 불친절 해요

길치다보니 숨겨진 파괴한 뭐시기 찾는게 시간이 조금 걸리는데
전투자체는 훌륭

바이퍼 이새끼 내가 이겼다

디럭스 사신분덜
블레이드 팬텀 잡고 도착하는 명계에 보물상자 보관함 말고
계단옆에 오크통에서 디럭스 템 받아가십셔

이것도 모르고 레벨높은 똥템들고 바이퍼 가서 염병을 떨었네
시바것..",1742861458,True,0,0,0.5,0,True
191108479,76561198260380885,0,1,1265,1265,195,koreana,"3스테이지 보스까지 플레이함

게임은 재밌음 타격감도 있고 패링할떄 손맛도 좋음

하부에 뭐가있는지 볼려고 할때 좀 불편했음

4090 4k  144  사용했음  문제없었음",1742855901,True,0,0,0.5,0,True
191103823,76561198366633669,0,21,560,560,497,koreana,"난이도 꽤 높음

장점 : 
전투, 보스전 둘다 재밌음
회피와 가드의 직관성과 발동속도는 만족스러움

단점 :
필드 디자인하고 밸런스가 많이 아쉬움
창을 제외한 다른무기의 발동속도가 일반몹 약공 보다도 느린건 문제가 있음
가드와 패링의 성능이 많이 좋아서 여기에 의존을 할수밖에 없어서 
전투패턴이 단조롭고 반복적임. 스킬이 이것저것 많아도 큰 의미가 없음
필드는 지나치게 넓고, 일반몹은 이렇게까지 해야되나 싶을 정도로 지나치게 까다롭고
악질적인 함정은 스트레스로 다가옴
레벨업 스탯이 그게 그거여서 특색이 없음.

게임 자체는 생각보다 재미있음
6챕터인데 추후 평가 수정 될 수 있음",1742851307,True,0,0,0.5,0,True
191098189,76561199822599459,15,8,458,458,158,koreana,"스팀덱 옵션타협시 60프레임 유지가능
메모리누수 없음 스팀덱으로4시간 정신없이함

본계정 닼소3 500시간 엘든링 300시간정도로 닼소팬인데 솔직히 이게 더 잘만들었음

소울류에 흔치않던
장비파밍,RPG요소,화끈한액션이 추가됨

한미일 더빙에 스팀덱에서 4시간 풀로달려도 문제없는 신이내린 최적화

난이도가 어려운데 화려해서 죽어도 재밌음
솔직히 닼소,엘든링보다 난이도 어려운것같음 뭔가 더 단단한 느낌

칭찬할점은 다른 소울류할때 느껴지던 답답함이 전혀없음 게임이 시원시원함

단점은 단하나 카툰풍 그래픽. 호불호가 심할듯하다.

하지만 스팀덱에서 완벽히돌아갈정도로 최적화도 오져서 PC 풀옵으로 할것같다.
25년 고티먹으려고 나온 게임.

그냥하셈.

점수 10/10",1742846069,True,3,0,0.490021795034408569,0,True
191134953,76561198081009375,0,12,552,552,91,koreana,"자꾸 소울류소울류 하는데 겜 해보긴 한건지?
무지성 약공구르기 앞잡뒷잡하는 소울게임이 아니라 강공-약공 연계기술과 투기 기술 연계하면서 상황에 맞게 콤보 넣는 게임인데...

암튼 3챕터까지 느낀 점은 타격감도 좋고 보스 패턴도 딜탐 쥐꼬리만큼 주는 소울류랑은 전혀 다르다고 느껴지네요 

",1742891381,True,3,0,0.476190477609634399,0,True
191129469,76561197999652075,0,8,301,301,301,koreana,"""인왕""같은 레벨 장비 파밍과 스킬 
""세키로"" 같은 패링
""다크소울,엘든링"" 같은 소울 레벨업 
""P의 거짓"" 같은 재밌는 보스전투

= 퍼스트 버서커: 카잔

한줄평: 씨X 뒤지게 재밌네",1742882171,True,3,0,0.51315915584564209,0,True
191139189,76561197983464877,7612,9,506,506,411,koreana,"븅다리 중공 오공겜보다 백배는 낫다. 시간 가는줄 모르고 플레이 함. 장비들은 또 왜케 멋진지. 겜 시스템도 넘 재미남.
GOTY 주자!",1742897839,True,1,0,0.454545468091964722,0,True
191126074,76561198042764344,63,1,405,405,319,koreana,보스전 전투 컨텐츠 하나만으로도 이미 가격 이상의 재미를 보장한다고 봄,1742876864,True,0,0,0.5,0,True
191111360,76561198087597584,379,24,78,78,78,koreana,"잠깐 했는데 이 좆같은 느낌은 뭘까...?
죽을때 마다 아쉽다가 아니라 아 씨발이 먼저 나오네..",1742858967,True,0,0,0.5,0,True
191130200,76561198062746112,0,34,54,54,54,koreana,"머 게임은 더 해봐야 알겠지만
이게임 저게임 짜깁기 한건 알겠음(죽은 사람 중얼 거리는거 완전 인왕 ㅋㅋ)

근데 왠 패치를 하더니 강 모으기 공격 하면 버벅 거리네
빨리 고치삼

 추가

뭔가 큰공격이나 저스트 회피 하면 온라인 게임 렉걸리는 거 모냥 끊김",1742883480,False,2,0,0.425365060567855835,0,True
191147065,76561198065636544,0,10,285,285,58,koreana,"아직 좀 더 해봐야겠지만 첫 느낌이 아주 좋습니다.
장점
1. 최적화가 준수하다
2. 직관적인 스토리
3. 매운맛 유저라면 좋은 장난감
4. 아름다운 그래픽

단점
1. 회사가 소울라이크 아니라고 하지만 글쌔..
2. 소울라이크 공통 문제인 길찾기 ㅋㅋ",1742907732,True,0,0,0.5,0,True
191117092,76561198100077970,0,5,747,747,505,koreana,"재밌긴한데 ...
아니 튜토이후에 첫 보스가 사실상 4 페이즈까지 있고 ..
뭔가 요즘 소울류면 뉴비절단기 꼭 있어야 한다는 강박감있나?
데모 안한사람들은 사서 튜토 2시간 하고 할만하네?! 
하다가 마주하는 첫 챕터 보스를 이렇게 만들면
환불도 못하고 ...  제작사 돈은 챙겼겠다...  딱 읽힌다...
몹배치도 아주 그냥 ㅉㅉ  
참 아주아주 못된것만 처 배웠네... 아주

근데 액션은 재밌긴해 ㅋㅋ
스텔라 푸딩푸딩보단 낫다!",1742865621,False,3,0,0.44591030478477478,0,True
191151019,76561199167097270,0,2,200,200,200,koreana,"보스 난이도 설계 다시 해야할 듯
초반 보스인데 패링, 완전 회피, 거리 벌리기 다 요구하고 2페까지 있네?
물약도 몇 개 없음

필자 소울류 경험: P의 거짓, 세키로, 다크소울 3",1742911770,False,1,0,0.441260755062103271,0,True
191122346,76561198296372417,147,46,935,935,899,koreana,스팀평가에 보이는 장점과 단점이 공존하는 게임,1742872029,True,0,1,0.5,0,True
191117799,76561198398473004,0,1,59,59,59,koreana,"일단 찍먹했는데 잘뽑힘ㅇㅇ
주말에 각잡고 달릴 예정",1742866430,True,0,0,0.5,0,True
191117641,76561197996077934,0,3,125,125,73,koreana,국산 게임 흥해라~ 간만에 각 잡고 게임하네요.  추천 추천,1742866236,True,0,0,0.5,0,True
191115943,76561198059367084,0,2,13,13,13,koreana,액션성 기준으로는 정말 최고의 게임이라고 생각,1742864260,True,0,0,0.5,0,True
191127138,76561198410532891,0,2,60,60,60,koreana,캐릭터 육성의 재미와 보스전이 재미있습니다.,1742878563,True,0,0,0.5,0,True
191142072,76561198106200523,0,7,702,702,545,koreana,"패링하는 확실한 손맛, 스킬을 배분하고 스킬 사용을 통해 적을 죽이는 맛, 나름 나쁘지 않은 최적화, 보스 실패시 소울울 일부 줘서 성장의 여지를 조금씩 줘서 언젠가는 깨게 해주는 등등 나쁘지 않은 시스템, 본가 던파가 생각나는 아이템 시스템 등등 기존의 하드코어 액션게임과는 비슷하면서도 색다른 맛으로 플레이 하는 내내 정말 즐거운 기분입니다.

비록 일부분에서 버그가 발생하거나 일부 보스나 몬스터의 난이도 문제가 있기는 하지만 이건 네오플 측에서 밸런스 패치, 버그 픽스를 통해 잡아줘야 할 문제이니 이 부분을 잘 해결만 하신다면 걸작 수준의 게임을 보여줄 것 같습니다.

개인적으로 저는 정말 재밌게 플레이 하고 있습니다. 벌서부터 이 게임의 엔딩이 궁금해지기 시작하는군요.

근데 정말 궁금한건..... 중후반이나 거의 후반에 나올만한 보스가 왜 초반에 벌써 나오는건데!!!!",1742901845,True,1,0,0.5,0,True
191133585,76561198128689678,0,4,572,572,572,koreana,"재미있습니다. 원작 한번이라도 해봤던 사람이라면 어? 이거? 하는 모먼트도 꽤 있고 액션성도 괜찮고 특히 아트가 정말 멋져요. 그래픽을 실사느낌으로하면 좀 어색할거같은데 (원작 던파와의 괴리때문에) 그렇다고 마냥 애니메이션도 아니고 그 중간점을 잘 잡은 것 같아요. 스토리는 던파스토리에 관심이 있다면 흥미진진할텐데, 모르면....",1742889222,True,1,0,0.5,0,True
191132140,76561198010084387,0,7,294,294,228,koreana,"패링 하는 맛이 너무 좋네요 . 도전 욕구를 자극 시킵니다, 최적화도 잘되서 잘 돌아갑니다.",1742886897,True,1,0,0.5,0,True
191131267,76561198068885046,0,37,487,487,139,koreana,"재미있다! 장하다 네오플! 도트 게임 그만 만들고 다른 게임도 카잔처럼 잘 만들어라! 난이도 약간만 더 낮춰서 액션겜 만들면 카잔보다 더 잘만들수 있을것 같음 최적화도 끊김없이 좋고 재미있어서 소울류나 액션게임 좀 해본 사람들한테도 추천함 해보지 않고 유튜브만 보고 욕하지 말고 게임 사서 환불할지언정 1시간이라도 해보자. 네오플, 잘 만들었다! 응원함 앞으로도 액션 게임 많이 만들어줬으면 좋겠음 카잔도 잘 팔리길 바람",1742885354,True,1,0,0.5,0,True
191120558,76561199156497198,0,1,318,318,30,koreana,"던파 팬이라 세계관 익숙한 것도 좋았고, 스토리도 기대가 많았는데 재밌네요. 
액션도 묵직하고 손맛 있어서 때리는 맛이 있음ㅋㅋ
아직 초반이긴 한데, 기대 이상으로 잘 만든 것 같아요! 주말에 달려야지~~~",1742869833,True,1,0,0.5,0,True
191121072,76561198119770798,0,62,371,371,224,koreana,"대 존 잼

멈췄던 심장이 다시 뛰기 시작했다",1742870485,True,0,0,0.5,0,True
191098580,76561198291597830,43,4,626,626,265,koreana,보스가 맛있고 블레이드 팬텀이 귀여워요,1742846398,True,0,0,0.477707028388977051,0,True
191124458,76561198052302297,0,8,301,301,40,koreana,"철권으로 얻은 정신병, 요 갓겜을 하고 싹 나았습니다.",1742874656,True,2,0,0.545454561710357666,0,True
191153710,76561198079246214,0,14,227,227,227,koreana,별 기대안하고 했는데 먹을만하네 던파 보상 언제줌,1742913763,True,1,0,0.506578981876373291,0,True
191147121,76561198035476805,299,1,135,135,135,koreana,"손 맛이 정말 좋고, 보상을 통한 성장감이 재미있습니다 :)",1742907793,True,0,0,0.5,0,True
191160410,76561198333285844,0,1,164,164,164,koreana,"타격감이 좋습니다~
전투가 재미있네요",1742919272,True,0,0,0.5,0,True
