recommendationid,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,language,review,timestamp_created,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase
191362639,76561198382384346,0,42,104,104,104,koreana,"최적화 부분은 얼엑이니깐 그 부분은 까진 않겠음 
다만 그냥 할 게 없음. 커마, 도시 꾸밈 기능 등으로 뽕 뽑는다는 사람들은 다른 커마 잘 돼 있는 게임해도 만족할 사람들이고
순수 게임으로 좋아할 사람 중에 이 빈약한 컨텐츠를 좋아할 사람이 있을지는 잘 모르겠음

그치만 향후 업뎃 잘돼서 심즈급 혹은 그 이상 발전하길 기원합니다",1743148634,False,14,0,0.64115750789642334,0,True
191361385,76561198067530139,241,76,418,418,274,koreana,"아직은 커마 퀄리티, 그래픽 좋은거 빼고는 장점이 없는 느낌

플레이는 내가 꾸민 집에서 내가 커마한 캐릭터가 움직인다! 라는걸 보는게 끝인 느낌이 들정도로 컨텐츠가 너무 빈약함

조이의 야망을 이뤄서 주는 포인트도 딱히 유용하다는 느낌이 안들고 굳이 포인트를 모아야 하나? 하는 생각이 듦

그리고 성격을 정해도 다른 성격과 플레이가 크게 달라지지 않는거 같아서 성격에 확실하게 개성을 부여하는게 더 좋을거 같음

마지막으로 조이 AI 좀 개선해줬으면 좋겠음, 배고파해서 요리를 만들게했는데 만들어놓은 음식은 내팽개쳐두고 냉장고에서 냉동식품 꺼내먹는건 황당했음

그래도 AI로 옷 패턴, 가구, 모션 등을 제작할 수 있는건 차세대 게임에 걸맞는 기능이라고 생각해 매우 좋았음",1743146759,False,12,0,0.618223488330841064,0,True
191444582,76561198143496155,129,63,253,253,230,koreana,"게임 가격이 4만 5천원이라 흠.. 그정둔가? 고민중이었는데
심즈 4 DLC 하나 가격이 4만 4천원인거 깨닫고 바로 구매함
이정도면 개혜잔데?",1743229122,True,13,0,0.662282466888427734,0,True
191425696,76561198385806879,0,8,950,950,950,koreana,"그동안 뜨는 기사 거의 챙겨 보면서 기다렸던 게임이었는데 실망이 큼

1. 래빗홀 - 정규직, 학교
2. 건축 불편. 크기 조절 안 됨. 부지 좁음. 계단은 대저택 급 크기
3. 상호작용 - 애들이 멀티가 안됨. 예) 밥 먹으면서 얘기
4. 커마 빼고 컨텐츠 깊이가 없음. 단지 그래픽과 가구 디자인만 좋을 뿐, 완전히 심즈 하위호환. 심즈1하고도 비교가 안 됨. 환불 받고 싶음
5. 최소 1, 2년 놔뒀다가 플레이 하는 걸 권장
6. 친구 초대 이벤트 욕 한 바가지 나올 정도로 짜증남. 대체 뭐 하자는 거지?

+ 배속 조절 왜 이렇게 느림?????????? 직장 학교 래빗홀 해놓을 거면 배속이라도 빠르게 해주던가",1743208036,False,9,0,0.603429555892944336,0,True
191388286,76561198217501492,725,61,186,186,186,koreana,"시작하자마자 본능적으로 차를 훔치려고 했고 총을 찾았으며 차로 사람을 치려고 시도 했습니다(사람 칠수 있음)

사람 편집할때와 실제로 플레이할때 광원때문에 그림자가 되어 부각되어서 너무 다른 사람인거 같네요(인스타 보정빨 사진처럼)

심즈만 1500시간 해본 사람으로써
심즈의 독주를 막을수 있는 게임이라고 말 하지만 아직은 시기 상조 같네요
물론 AI를 적극 활용한 부분들만 봐도 시스템 적으로 훨씬 더 낫지만 조금만 플레이 해봐도 부족한 부분이 상당히 많은거 같아요
 
그림자가 사실적이라 좋았지만 그만큼 팔자주름등이 부각되어서 인플레이 사람이 너무나 다른느낌이다
도시 내에서 할수 있는게 별로 없다
다른 도시로 이동하지 못한다
들어갈수 있는 건물이 별로 없고 돌아다니는 사람도 별로 없어서 맵이 텅텅 빈 느낌이다
롤플레잉을 할 만한 거리가 거의 없다 (그냥 걸어다니면서 풍경만 보는 4만원짜리 워킹 시뮬레이터)

현재까지 기본으로 주는 가구는 별로 없지만 심즈처럼 사이트 들어가서 CC를 다운받고 폴더에 넣고 할 필요는 없이 인게임 내에서 바로 적용할수 있는건 편하지만...나쁘게 말하면 게임사가 아니라 유저가 만들고 다운받아서 직접 채워 나가야 한다는 말

아직까지는 그냥 캐릭터 꾸며서 사진찍는 게임으로밖에 보이지 않네요
애당초 맵 안에 스튜디오가 있으니 게임사도 그쪽으로 밀어주는거 같기도 하고

일단 이것저것 차려놓은건 많지만 제대로 된 음식이 없는 느낌?
앞서 해보기 버전이니까 그려려니 하지만 부족한 점을 채우려면 몇년은 더 기다려야 할겁니다
아직까지는 사지마세요

심즈는 1때부터 4때까지의 데이터가 있으니까 그만큼 퀄리티 있게 만들수 있고 사람들도 그걸 믿고 사는거고 이 게임은 처음부터 만드는거라 부족한건 당연하겠지만 게임사에서 너무나도 큰 도박을 한거 같네요

개발자도 보여줄건 많다고 했고 개인적으로는 겜 갯수도 채워야 하니까 환불은 안하겠지만 진짜 오랫동안 안할거 같긴 하네요

그래도 고양이는 귀여웠다...",1743175867,False,9,0,0.591235220432281494,0,True
191347940,76561198413254643,0,24,349,349,28,koreana,캐릭 생성할때 노년으로 생성 했더니 아가씨들한테 말걸면 화내고 도망가버림.,1743128749,True,214,308,0.929176211357116699,0,True
191433204,76561198030855772,103,31,687,687,362,koreana,"모든게 신기하고, 한국 간판이 보이고, 코인노래방과 pc방등 한국 느낌 나는게 매우 신기하고 좋다.
특히 커스터마이징은 넘사벽이다.
저희 pc사양이 좋지 않은데, 그런대로 사양 타협보면 문제없이 잘 실행되고, 플레이에 문제가 없다.
저사양이나 최저 사양이라고 그렇게 차이 많이 나는것도 아니다.

하지만 플레이하면서 많은 아쉬움이 보인다.
특히 밥먹으면서 대화를 못하고 밥만 먹든지 대화만 하든지 하는 부분이 가장 아쉽다.
 아직은 컨텐츠가 부족하다. 이는 업데이트나 DLC로 점점 채워 나갈것으로 보인다. 충분히 부족한 컨텐츠 채워나갈 가능성이 있는 게임이다.
정식 출시가 아니고 얼리엑서스 단계이기 때문에 충분히 이해한다.


결론
- 미래의 가능성은 매우 높으나, 현재는 경쟁작 심즈를 따라가기엔 컨텐츠가 부족한 게임 - 
",1743215848,True,6,0,0.562750518321990967,0,True
191351591,76561198408936753,0,55,343,343,60,koreana,"한국에서 만든 인생 시뮬레이션이라니!!
원래 할인만 쟁여두는데 이건 일단 닥치고 산다.


첫인상

스마트조이기능 나는 굉장히 극호임 극호!!
자유의지로 노는거 구경하는 맛에 심즈하던 사람이라 이거보고 동지 찾은 기분으로 굉장히 반가웠음.

게임 키자마자 최적화 해주는 기능
내가 이것저것 만지작안해도 되고 역시 이런 부분에대해선 예민하게 굴어주는 개발자 너무 칭찬해

그나마 단점을 하나 꼽자면 커마 부분에선 좀 실망스러웠음
앞트임 뒤트임 이런게 아니라 앞뒤로 늘리는 기능, 코만 높이는 기능 등등 슬라이더가 너무 단순했음

근데 또 메이크업이라던가 옷들은 다 너무 예쁨.
기본적인 옷부분에서라던가 안경들도 너무 예뻤고 네일 따로 있는것도 너무 좋았음.
기본옷 구려서 CC덩어리를 만든다거나 그럴 일은 없을 듯.

이동방식이 굉장히 신선했음.
인생 시뮬레이션이 RPG게임처럼 WASD로 움직임 ㅠㅠㅠㅠㅠ 나 이거 진짜 감동함
물론 심즈하다와서 WASD로 화면움직이는걸로 자꾸 착각해서 조이가 자꾸 행동을 끊게 되는건 좀 불편하긴한데
이건 적응하면 되는 부분이라 진짜 너무 감동적이였음.

가구들도 어쩜 이렇게 다 예쁜지..

나는 개발자가 같은 나라인종이라 이렇게 반가웠던적이없음.
그동안 불편했던거, 불호였던거, 이랬으면 좋겠다라던걸 게임으로 만들어줬으니 감동적일 수 밖에ㅠㅠ
아무래도 서양게임은 우리가 느꼈을땐 난해하다던가 불편한게 많이 보였었는데
심신이 그렇게 평안해질 수 가 없음.

이제 막 조이 응애 태어난지라 앞으로 플레이하면서 느낄 장단점은 모르겠지만
첫인상이 너무 좋아서 닥치고 산 나 자신 너무 칭찬해

혹시나 호옥시나 게임 흥행이 좀 부진해도 절대 후회안함
그냥 무럭무럭 자랐으면 좋겠음.

응원한다 인조이

",1743133028,True,4,0,0.555497109889984131,0,True
191426621,76561198083781704,57,3,1551,1551,725,koreana,"아직 얼리 액세스 인 만큼 컨텐츠가 부족하고 버그가 다수 존재합니다.
하지만 앞으로 업데이트는 많이 남아 있고 이제 시작일 뿐이라서 기대됩니다.
게임사가 유저들과 잘 소통합니다.",1743208967,True,4,0,0.552390635013580322,0,True
191435680,76561198193532966,0,3,778,778,717,koreana,지나가는 건축학과 입니다. 이 프로그램은 DWG 도면을 이미지화로 가져와서 모델링까지 실시간으로 해주는 올인원툴입니다. 추천합니다,1743218598,True,4,1,0.552238762378692627,0,True
191392497,76561198102844763,0,111,966,966,271,koreana,"멈출수가 없다.
심즈를 압살하는 커마, 건축 퀄리티로 시작부터 즐겁고
방에 침대 등 최소한의 가구만 배치한 첫 집을 짓고 난 뒤에는
직업이나 경제활동을 통해 돈을 모아 소소하게 인테리어 물품(가전제품, 가구류 등)들을 구입해서 
방에 하나씩 설치해가는 재미가 매우 쏠쏠하다.
장르 특징인 샌드박스 감성의 자유도도 좋지만,
라이프 시뮬레이터 뉴비라면 유사 서브퀘스트인 야망 업적을 깨며 
게임에 어떤 시스템이 있는지 알아가는 것도 좋은 방법.

본캐 제외 동거인 3명 만들어서 소방관, 비서, 기자 3배럭돌려서 돈벌고 
본캐는 로맨스소설이나 써다 팔면서 유유자적 작가생활중 ㅋㅋ 즐겁다.
아직 더 발전해야 할 게임임에는 분명하지만, 
이 쪽 장르 팬이라면 고민하지 말고 일단 질러보시길. 
장르독점 믿고 노빠꾸 돈미새질을 일삼던 ea에게 역겨움을 느낀 적이 한 번이라도 있다면 
절대 후회하지 않으리라 장담한다.
특히 심즈에서 건축을 즐겨했던 플레이어라면 강력 추천.


추천
7.5 / 10 (만족감은 8.0이나, 얼엑 -0.5 반영)",1743179075,True,3,0,0.550102293491363525,0,True
191393149,76561198009479713,0,6,415,415,270,koreana,"언리얼5로 무장한 튼튼한 최신 뼈대로 이루어진 인생시뮬레이터
가능성만 본다면 무궁무진한 작품임
로드맵대로 초심대로 멋진작품 완성시켜나가주길

바라는건 UI와 글씨 크기 조절도 옵션에 넣어줬으면 하는 바램임

p.s 냥냥이 친구초대 이벤트 기획자는 시말서 쓰시길",1743179563,True,3,0,0.550096690654754639,0,True
191424056,76561198022374299,470,47,459,459,459,koreana,"[h1]이 게임은 아직 묵은지마냥 묵혀놓는 게 맞다.[/h1]
[b]유저들의 기대감과는 별개로 인조이는 얼리엑세스 상태이니 만큼 생각보다 즐길 만한 컨텐츠도 많이 없고, 플레이 시 체감할 수 있는 문제점도 상당합니다. 그러나 사실상 해당 장르를 독점하고 있던 심즈의 대체제로 기대받는 만큼, 제작진이 업데이트만 꾸준히 지속해준다면 충분한 가능성이 있는 게임이라 여겨집니다.[/b]

본 리뷰에는 유사 장르 게임인 심즈와의 비교가 다수 존재합니다.

[h2]장점[/h2]

[b]그래픽이 뛰어남[/b] : 심즈3의 애매한 불쾌한 골짜기, 심즈4의 카툰 그래픽과 비교하였을 때 인조이의 그래픽은 비교 자체가 실례일 정도로 뛰어납니다. 레이트레이싱 기능을 켜면 이 장점은 배가 됩니다. 덕분에 단순히 길을 걸으며 주위를 둘러보는 것만으로도 눈이 즐거우며 예쁘고, 잘생긴 캐릭터와의 상호작용으로 충분한 만족감과 몰입감을 느낄 수 있었습니다. 특히나 커스터마이징, 건축을 즐기는 유저들은 이 장점이 무척이나 크게 느껴질 것입니다.

[b]흥미롭고 편리한 기능이 다수 존재[/b] : 수면, 식욕, 용변 등 캐릭터의 욕구불만이 있을 때 클릭 한 번으로 알아서 욕구를 해소할 수 있는 기능. 자동 세이브 기능. 편리한 마을 편집기능 등 모드를 설치하지 않은 기준에서도 불편함을 상당 수 해결해주는 기능들이 있습니다. 또한 모션 및 페이셜 캡처, 3D 오브젝트 제작기능, AI 디자인, WASD 키로 자신의 캐릭터나 차량을 직접 움직일 수 있는 기능처럼 유저들의 몰입감을 한껏 높여줄 만한 기능도 제법 존재하고 있습니다.


[h2]단점[/h2]

[b]판타지와 현실 사이의 애매한 경계[/b] : 개인적으로 가장 크게 느낀 단점. 현실 시뮬레이션이라고 생각하면 캐릭터들의 행동에서 어색한 부분이 너무 많고 [spoiler](ex. 대화 할 때마다 굳이 앉았다 일어났다 반복하는 행동, 굶어죽기 직전에도 꼭 요리 앞에서 박수친 뒤에야 식사를 시작하는 행동, 완성된 요리를 테이블 위에 두고 바로 먹는 것이 아니라 무조건 한 번 더 들었다 놓는 것 등.)[/spoiler] 판타지로서 생각하기에도 묘하게 현실성을 추구하려는 부분이 다수 보여 [spoiler](심즈와는 달리 텍스트 언어는 한글이나 영문 등 현실을 기반하고 있다는 점 등.)[/spoiler] 최종적으로는 이도저도 아닌 느낌이었습니다. 제작사가 어떤 방향을 추구하려는 건지는 모르겠지만 추후 업데이트를 이어가면서 한 쪽으로 확실하게 노선을 정했으면 합니다.

[b]이것저것 잡다한 것들을 많이 넣어두었지만 실속은 없음[/b] : AI의 지능을 향상시켜준다는 스마트 조이 기능은 되려 캐릭터들의 어색한 모습을 보여주면서 게임의 사양만 높이고, 카르마는 왜 존재하는지 모를 정도로 유저를 귀찮게 하는 시스템입니다. 일정 기능도 솔직히 꼭 필요한가 하면 저는 아니라고 여겨졌습니다. 새로운 시도는 좋지만 이와 같은 기능들이 긍정적인 결과를 불러낼지는 의문이 들었습니다.

[b]얼엑인 것을 감안해도 꽤 주요하다고 여겨지는 기능들이 없음[/b] : '전화 통화' , 배우자와의 데이트, 대화하고 있는 상대와 함께 다른 장소로 이동하는 기능 등. 아무리 얼리엑세스인 것을 감안해도 기본적인 기능이 다수 존재하지 않습니다. 특히 통화나 문자 대화 기능이 없어서 (발신은 없지만 수신 및 답장은 있음.) 친구, 연인과 상호작용하려면 무조건 눈앞에 불러야 한다는 점이 무척이나 짜쳤습니다.

[b]주요 목표의 부재. 이에 따른 몰입감의 급격한 저하[/b] : 나름 인생의 목표를 세울 수는 있지만, 달성이 어렵지도 않고 대단한 보상도 없으며 심지어 가끔 버그를 일으켜 목표 달성을 위한 카운팅이 되지 않는 경우도 많습니다. 따라서 인조이의 플레이 목적은 말 그대로 본인, 혹은 상호작용하는 캐릭터들에 애정을 갖고 그들의 삶과 죽음을 지켜보는 것 외에는 아직까지 다른 방도가 없습니다.


이렇게 많은 단점이 있는데도 추천을 하는 이유는 제 나름대로 이 게임에 가능성이 있다고 여겨졌기 때문입니다. DLC가 없는 바닐라 기준에서의 만족감은 심즈3 > 인조이 > 심즈4 순으로 바닐라만으로도 훌륭했던 3편에 비할 바는 아니지만, 형편없던 심즈4 초창기에 비하면 제법 만족스럽게 플레이하고 있습니다. 추후 업데이트가 어떻게 이루어지는지, 개발진이 전작들처럼 이 게임을 유기하진 않는지에 따라 평가가 바뀔 수도 있겠지만 현재로써는 기대감을 갖고 긍정적인 리뷰를 남깁니다.",1743206467,True,4,0,0.548347353935241699,0,True
191422860,76561198419464335,0,10,347,347,347,koreana,"얼액이라 기초공사만 되어있는 느낌이지만 앞으로의 가능성이 충분해 보여요!
즉시 구입해서 플레이하는거도 좋지만 조금 더 여유두고 구입해도 괜찮을듯합니다",1743205298,True,2,0,0.547325074672698975,0,True
191376317,76561198116319141,234,3,124,124,124,koreana,"🕹️ 얼리 엑세스 후기
얼리엑세스라 그런지 아직은 아쉬운 점이 많아요.

👍 장점
그래픽이 정말 예쁘고,
커스터마이징(커마) 하는 재미가 커요.
도시 꾸미는 요소도 아기자기하고 재밌어요.
한국풍 느낌이 나서 더 정이 가고,
가격도 생각보다 저렴한 편이에요.

👎 단점
아직 할 수 있는 컨텐츠가 너무 적고,
상호작용도 거의 없어서
결국 걷는 것 외엔 딱히 할 게 없다는 느낌이네요.
사양도 꽤 높은 편이라
(QHD, 9600X + 7800XT 사양인데도 중간중간 끊김 발생했어요.)

그래도 이건 얼리엑세스라는 점을 감안하면 당연히 발전할 부분이 많다고 생각합니다.
앞으로 모드도 많이 나올 거고, 최적화도 점점 잡힐 테니까요.

아직 안 사신 분들은 정식 출시 이후나, 업데이트 좀 더 된 후에 구매하셔도 괜찮을 것 같아요.
나중에 추가될 컨텐츠들이 기대되는 게임이라
**""지금보다는 1년쯤 뒤에 켜보면 훨씬 즐거울 게임""**이 될 거라고 생각해요.",1743165399,True,3,0,0.545454561710357666,0,True
191369172,76561198860466996,0,1,107,107,107,koreana,이 넓고 예쁜 부지를 1인칭 시점으로 볼 수 없다는 게 너무 한탄스러워요...............  숄더뷰에서 조이를 안 보이게 하는 기능을 넣으면 1인칭 시점으로 즐길 수 있을 것 같은데 어떻게 생각하시나요.........?????????????,1743157392,True,2,0,0.545454561710357666,0,True
191439114,76561198112868606,364,3,112,112,112,koreana,"게임 자체는 잘 만들었는데 아직은 그냥 뼈대만 있는 느낌
dlc나 모드로 좀 다듬으면 재밌어질것같음
아직 즐길만한 게 많이 없는 느낌
건축모드도 좀 부족한게 있고 인게임 그래픽은 빨리 고쳐주면 좋을거같음
44800원 가격값을 하는건 잘 모르겠음
3만원대 까지 떨어지면 살만한듯?",1743222560,True,3,0,0.542302370071411133,0,True
191353582,76561198323805622,110,4,206,206,88,koreana,국산게임이라 응원하고 싶네요 아직은 아쉬운 점들이 꽤 있지만 지금 구매해서 인조이가 단계적으로 성장해가는 모습을 체험 해 보는 것도 좋을 것 같습니다.,1743135481,True,4,0,0.541984736919403076,0,True
191462183,76561197991307317,1114,180,83,83,83,koreana,"심즈가 되기에 아직은 부족하다... 아직은.

다만 너무 이르게 출시한 게 아니냐는 많은 우려에 반해,
본인은 이 게임이 베이퍼웨어가 아니라 정말 차세대 심즈를 목표한다는 가능성을 보여줬다는 점에서 
이 정도면 충분히 좋은 시작이라고 본다.",1743248188,True,3,0,0.539295375347137451,0,True
191355860,76561198348363494,0,5,243,243,171,koreana,"얼리액세스(시험중) 버전이라 그런지 뼈대와 몸통만 만들어 진 상태 
인게임 내에서 상호작용 추가나 메뉴얼 개선이 조금 필요해 보임 , 게임 자체적인 발전 가능성은 커보이긴함
캐릭터 커마 , 집만들기 퀄러티는 상당히 뛰어남 
최종평가는 정식버전이 출시후 해야할거 같다 아직 초기 버전이라 부족한점이 많긴함",1743138513,True,2,0,0.535183966159820557,0,True
191375134,76561198165143744,0,1,2168,2168,635,koreana,"컨텐츠는 보강될거고 심즈는 곧 잊을 수 있을듯
현시점을 반영하는 생활 게임이라는 것만으로 그냥 재밌음",1743164157,True,3,0,0.531018078327178955,0,True
191363889,76561198430597061,0,3,417,417,150,koreana,"빨리 다 개발되서 확장팩도 줄줄이 나오면 좋겠고 건물안에 다 들어갈수 있음 좋겠음 약국이나 미용실 등등 
재밌어요 한국에서 만들었다니 국뽕이 차오르네요",1743150395,True,2,0,0.530685961246490479,0,True
191389006,76561198135153851,0,24,821,821,499,koreana,지금 사면 싸서 좋긴 하지만 아직 컨텐츠가 너무 부족한 느낌 최적화는 나름 좋은 편 3060에서도 중옵 무리 없이 돌아가요,1743176447,True,1,0,0.525862038135528564,0,True
191433807,76561199472616670,0,2,911,911,665,koreana,"재밌어요^0^ 제 컴퓨터가 별로 좋지않은데도 그래픽 중간으로 해서 잘 돌아가요!!
게임을 하면서 특히 계단에서 움직임이 조금 부자연스러웠는데 그런거 제외하면 심즈보다 자유롭게 원하는대로 움직일 수 있는게 참 좋네요! 앞으로가 정말 기대가 됩니당!!!",1743216511,True,3,0,0.525825619697570801,0,True
191373572,76561197990731624,233,38,367,367,117,koreana,"토대는 잘 만들어 놓은듯
심즈4도 기본겜만 놓고보면 슈레기임
얼리엑세스니 앞으로가 기대가 되네요",1743162510,True,1,0,0.525316417217254639,0,True
191450797,76561198169756858,0,1,1085,1085,749,koreana,"그래픽 조금 좋아진거 빼면 심즈3 하위 호환 정도임...
아직 갈길이 먼거 같음, 그리고 건설에 계단 좀 설치 편하게 해주면 않되냐...",1743236442,False,1,0,0.523809552192687988,0,True
